travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
5.4,8,AV,0,0,0,82,-5.4,"0,0"
3.8833333333333333,14,AV,0,0,0,72,-3.8833333333333333,"0,0"
6.083333333333333,10,AV,0,0,0,92,-6.083333333333333,"0,0"
8.733333333333333,7,AV,0,0,0,131,-8.733333333333333,"0,0"
6.35,4,AV,0,0,0,125,-6.35,"0,0"
7.2,2,AV,0,0,0,125,-7.2,"0,0"
0.8666666666666667,3,AV,1,0,0,143,-0.8666666666666667,"0,0"
9.95,6,AV,0,0,0,159,-9.95,"0,0"
7.916666666666667,9,AV,0,0,0,130,-7.916666666666667,"0,0"
9.4,5,AV,0,0,0,141,-9.4,"0,0"
2.4833333333333334,0,Human,0,0,0,56,-2.4833333333333334,"-0.2217422606191504,-0.4540436765058795"
1.7833333333333334,1,Human,0,0,0,48,-1.7833333333333334,"-0.2217422606191504,-0.4540436765058795"
0.9666666666666667,11,Human,0,0,0,47,-0.9666666666666667,"-0.2217422606191504,-0.4540436765058795"
3.283333333333333,12,Human,0,0,0,58,-3.283333333333333,"-0.2217422606191504,-0.4540436765058795"
4.65,13,Human,0,0,0,77,-4.65,"-0.2217422606191504,-0.4540436765058795"
