travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
0.8666666666666667,9,AV,1,0,0,130,-0.8666666666666667,"0,0"
1.05,2,AV,0,0,0,125,-1.05,"0,0"
0.9833333333333333,8,AV,0,0,0,82,-0.9833333333333333,"0,0"
1.1833333333333333,7,AV,1,0,0,131,-1.1833333333333333,"0,0"
1.0166666666666666,10,AV,1,0,0,92,-1.0166666666666666,"0,0"
1.0166666666666666,3,AV,1,0,0,143,-1.0166666666666666,"0,0"
0.5666666666666667,6,AV,0,0,0,159,-0.5666666666666667,"0,0"
1.0833333333333333,4,AV,0,0,0,125,-1.0833333333333333,"0,0"
0.85,5,AV,0,0,0,141,-0.85,"0,0"
0.8833333333333333,14,AV,1,0,0,72,-0.8833333333333333,"0,0"
0.5833333333333334,0,Human,0,0,0,56,-0.5833333333333334,"-0.2217422606191504,-0.4540436765058795"
0.6833333333333333,1,Human,0,0,0,48,-0.6833333333333333,"-0.2217422606191504,-0.4540436765058795"
0.6666666666666666,11,Human,0,0,0,47,-0.6666666666666666,"-0.2217422606191504,-0.4540436765058795"
0.5833333333333334,12,Human,0,0,0,58,-0.5833333333333334,"-0.2217422606191504,-0.4540436765058795"
1.0333333333333334,13,Human,0,0,0,77,-1.0333333333333334,"-0.2217422606191504,-0.4540436765058795"
